n1,n2,n1_nt,n2_nt
720575940629116469,720575940637613168,ach,gaba
720575940608468233,720575940623054294,gaba,gaba
720575940624116774,720575940629820571,gaba,ach
720575940614237871,720575940622705416,gaba,ach
720575940605855776,720575940614769459,ach,gaba
720575940617688093,720575940619428289,ach,gaba
720575940607458827,720575940631417119,ach,glut
720575940620705757,720575940631122937,ach,gaba
720575940621052848,720575940625653688,gaba,ach
720575940628171051,720575940628493572,ach,ach
720575940627115266,720575940633695736,ach,gaba
720575940618058048,720575940630310431,gaba,ach
720575940620176177,720575940631340283,glut,gaba
720575940606573490,720575940627663946,glut,glut
720575940611324536,720575940624850412,gaba,ach
720575940616483131,720575940623220957,ach,ach
720575940622745796,720575940625142763,gaba,ach
720575940615557682,720575940630120236,ach,ach
720575940626699070,720575940635266714,gaba,gaba
720575940614998166,720575940636675214,ach,ach
720575940627242365,720575940628309736,gaba,ach
720575940623197710,720575940627494916,ach,gaba
720575940618112310,720575940622287142,da,ach
720575940618470996,720575940619730870,ach,gaba
720575940611806357,720575940640787584,ach,glut
720575940617756390,720575940629842882,gaba,ach
720575940612944025,720575940627304213,gaba,ach
720575940613866346,720575940622538520,ach,gaba
720575940625102224,720575940636593550,gaba,gaba
720575940606507185,720575940623441151,glut,ach
720575940610082514,720575940617602183,ach,gaba
720575940613852113,720575940626634789,ach,ach
720575940606279179,720575940640177280,da,gaba
720575940624982456,720575940636396143,ach,glut
720575940632254545,720575940636861808,glut,ach
720575940613124817,720575940636488805,glut,gaba
720575940616243412,720575940616736230,ach,glut
720575940622267272,720575940626824317,ach,gaba
720575940613988077,720575940660671361,ach,ach
720575940611585689,720575940624265511,gaba,glut
720575940621675174,720575940626407426,gaba,ach
720575940626663953,720575940640678352,ach,gaba
720575940619587009,720575940621280688,ach,gaba
720575940624684316,720575940631116074,glut,ach
720575940615970783,720575940633372627,gaba,ach
720575940611266770,720575940641048528,gaba,ach
720575940628071939,720575940631243279,gaba,ach
720575940612260019,720575940616121503,ach,gaba
720575940610236514,720575940627384851,ach,ach
720575940631997215,720575940660217473,ach,ser
720575940624700140,720575940627105301,ser,ser
720575940616075679,720575940622948109,ach,gaba
720575940625918851,720575940635547384,glut,ser
720575940605376224,720575940616203318,glut,ach
720575940628498692,720575940630224633,gaba,ach
720575940624311444,720575940633921643,gaba,ach
720575940623136717,720575940634250652,ach,da
720575940623551565,720575940628684843,ach,gaba
720575940620658054,720575940634900631,gaba,ach
720575940606243774,720575940617713467,gaba,ach
720575940615487449,720575940619059438,gaba,glut
720575940616910882,720575940638818118,gaba,ach
720575940625381397,720575940640412531,ach,gaba
720575940623389162,720575940630754268,ach,gaba
720575940612318673,720575940638644558,ach,gaba
720575940624870131,720575940636519287,gaba,ach
720575940622083658,720575940639313990,ach,gaba
720575940619694027,720575940631018745,gaba,glut
720575940611740378,720575940633325779,gaba,oct
720575940622329626,720575940627538504,ach,gaba
720575940635119723,720575940638132814,gaba,ach
720575940625332628,720575940627937301,gaba,ach
720575940621280688,720575940621817046,gaba,ach
720575940621387363,720575940646671395,gaba,ach
720575940630748876,720575940634419051,glut,ach
720575940603464672,720575940646576436,ach,ser
720575940612655845,720575940622021452,ach,gaba
720575940632127555,720575940644726984,gaba,ach
720575940622920074,720575940641592795,gaba,gaba
720575940622684308,720575940626381605,ach,gaba
720575940621280688,720575940628807503,gaba,ach
720575940627730506,720575940633227468,glut,gaba
720575940607081161,720575940639404605,ach,ach
720575940615142910,720575940626408600,ach,ach
720575940613830306,720575940628419076,ach,gaba
720575940626505349,720575940627738640,ach,gaba
720575940616508358,720575940618975798,gaba,ach
720575940605824945,720575940630895789,gaba,gaba
720575940612919538,720575940632553892,gaba,ach
720575940616014092,720575940639787683,ach,gaba
720575940613792296,720575940618277184,ach,ach
720575940622372702,720575940633011876,gaba,ach
720575940638610778,720575940645118999,gaba,ach
720575940624700140,720575940630183286,ser,ser
720575940625766704,720575940632865178,ach,gaba
720575940620445605,720575940621526143,da,ach
720575940612857128,720575940615993823,ach,oct
720575940625314343,720575940647306884,glut,ach
720575940615506444,720575940648482425,glut,glut
720575940635598687,720575940642446372,gaba,ach
720575940637151807,720575940644521764,ach,glut
720575940621820259,720575940634243810,ach,gaba
720575940623556621,720575940631875147,gaba,ach
720575940625102224,720575940636578014,gaba,ach
720575940614375475,720575940614597585,glut,ach
720575940615572703,720575940620968942,ach,gaba
720575940625918851,720575940633013412,glut,ach
720575940613765091,720575940620505153,gaba,ach
720575940623190453,720575940642612621,gaba,ach
720575940637506281,720575940637534349,gaba,ach
720575940631923267,720575940640804853,ser,ach
720575940629174889,720575940634842292,gaba,ach
720575940623372268,720575940635273720,ach,ach
720575940630170234,720575940632845476,gaba,ach
720575940621055680,720575940622998822,gaba,ach
720575940608208835,720575940625968515,ach,glut
720575940622349749,720575940629849404,glut,ach
720575940623913364,720575940627690246,ach,gaba
720575940620746478,720575940621325034,glut,ach
720575940611027930,720575940623703576,ach,gaba
720575940623874184,720575940633731996,gaba,ach
720575940622723110,720575940635106202,glut,ach
720575940625185294,720575940653561249,gaba,ach
720575940623874184,720575940652614390,gaba,ach
720575940617637204,720575940623023143,ach,ach
720575940622759201,720575940627458300,gaba,gaba
720575940612554407,720575940629500747,gaba,ach
720575940618504395,720575940639374424,ach,gaba
720575940612287027,720575940630919895,ach,gaba
720575940610453427,720575940645990532,ach,gaba
720575940617088473,720575940633216941,gaba,ach
720575940623358099,720575940630941994,da,ach
720575940630280808,720575940631989522,ach,gaba
720575940621931189,720575940639600462,ach,gaba
720575940604692070,720575940624187831,glut,gaba
720575940615856345,720575940631975884,ach,ach
720575940606848946,720575940629040646,ach,ach
720575940616667509,720575940623556791,ach,glut
720575940618493233,720575940629727991,gaba,ach
720575940618157110,720575940621657185,gaba,ach
720575940611551857,720575940619854795,ach,gaba
720575940611154162,720575940626861449,ach,glut
720575940624559764,720575940631127756,gaba,ach
720575940620031366,720575940622695448,glut,gaba
720575940620552897,720575940627462043,ach,glut
720575940627440670,720575940629727991,gaba,ach
720575940624311444,720575940636458863,gaba,ach
720575940615897062,720575940633013412,glut,ach
720575940608431061,720575940639482275,ach,gaba
720575940624836588,720575940635114591,ach,ach
720575940622521370,720575940623581703,gaba,ach
720575940627026490,720575940637260133,ach,ach
720575940620555781,720575940627993875,glut,ach
720575940621300574,720575940630535030,ach,ach
720575940607805451,720575940621277865,ach,glut
720575940624056649,720575940630921027,glut,gaba
720575940625060587,720575940635127136,glut,gaba
720575940629174889,720575940630403855,gaba,ach
720575940621675174,720575940639286717,gaba,ach
720575940632102481,720575940637330654,gaba,ach
720575940620502110,720575940651902454,ach,ach
720575940624155829,720575940627980968,ach,gaba
720575940620955526,720575940636268407,glut,ach
720575940614967007,720575940637132389,ach,da
720575940627406867,720575940632348995,glut,gaba
720575940615369110,720575940634710379,ach,ach
720575940612346547,720575940630989354,ser,ach
720575940622671966,720575940627723416,gaba,ach
720575940623377802,720575940629174889,ach,gaba
720575940615970783,720575940622685795,gaba,ach
720575940614908758,720575940628983887,gaba,ach
720575940614789026,720575940629588891,gaba,ach
720575940634031073,720575940639913560,gaba,ach
720575940626451081,720575940629328172,ach,ach
720575940626641701,720575940639072128,gaba,ach
720575940637132389,720575940649622905,da,ach
720575940625881832,720575940639893301,ach,gaba
720575940610507844,720575940626684689,gaba,ach
720575940626376600,720575940630548751,glut,glut
720575940612489109,720575940626560293,ach,glut
720575940617355993,720575940635887246,glut,glut
720575940614457086,720575940625342648,gaba,ach
720575940637354047,720575940638027497,glut,glut
720575940612946602,720575940642325901,ach,glut
720575940613375602,720575940619125925,gaba,ach
720575940627348057,720575940640864464,gaba,ach
720575940618504395,720575940626205626,ach,ach
720575940612346547,720575940632868563,ach,ach
720575940609282825,720575940640986075,gaba,ach
720575940634666009,720575940640387699,glut,ach
720575940613126117,720575940627257725,ach,ach
720575940617667284,720575940620491712,ach,ach
720575940608293129,720575940632742225,ach,glut
720575940623626445,720575940639185990,gaba,glut
720575940608120587,720575940636069487,ach,glut
720575940611272914,720575940630145015,glut,glut
720575940612010137,720575940631919976,glut,gaba
720575940625754384,720575940628172264,glut,ach
720575940628218155,720575940637132389,ach,da
720575940622964262,720575940634823822,gaba,ach
720575940636534640,720575940640780672,ach,gaba
720575940619636615,720575940622859021,ach,glut
720575940623690474,720575940647030580,gaba,ach
720575940629432124,720575940645282158,ach,ach
720575940627793064,720575940646126190,ach,gaba
720575940625359741,720575940631381007,ach,gaba
720575940633668252,720575940635154680,ach,gaba
720575940605421442,720575940630610425,ach,ser
720575940626666312,720575940634913436,ach,gaba
720575940621733770,720575940622963299,gaba,ach
720575940616205083,720575940625929448,gaba,gaba
720575940605151456,720575940616756507,ach,ach
720575940626480489,720575940640780672,ach,gaba
720575940630776569,720575940633874899,glut,ach
720575940610043571,720575940622292257,ach,gaba
720575940622266236,720575940647586948,gaba,ach
720575940617434196,720575940633829788,gaba,ach
720575940630365952,720575940644202696,ach,glut
720575940623286825,720575940636086244,ach,gaba
720575940618993989,720575940623980329,gaba,gaba
720575940609903077,720575940637136752,ach,ser
720575940618510656,720575940644625700,gaba,ach
720575940620377588,720575940621128045,ach,ach
720575940631122937,720575940635307639,gaba,ach
720575940618993989,720575940630700800,gaba,ach
720575940614991825,720575940627416552,gaba,ach
720575940614556712,720575940619170437,gaba,ach
720575940637082736,720575940646126190,ach,gaba
720575940614607825,720575940623676600,gaba,ach
720575940606915849,720575940609282825,ach,gaba
720575940617756390,720575940640503640,gaba,ach
720575940615970783,720575940623069208,gaba,ach
720575940622759201,720575940638730310,gaba,ach
720575940621418120,720575940637966680,gaba,gaba
720575940624759652,720575940632669977,ach,ach
720575940618353099,720575940629855899,gaba,ach
720575940621108160,720575940627348057,ach,gaba
720575940613792296,720575940626410012,gaba,ach
720575940608293129,720575940624356792,ach,gaba
720575940606721545,720575940637766878,ach,glut
720575940620086533,720575940628549096,ach,gaba
720575940620446484,720575940621675174,ach,gaba
720575940627162493,720575940636230286,gaba,ach
720575940626374544,720575940628996149,gaba,ach
720575940626201372,720575940627850618,glut,ach
720575940618603009,720575940631155001,glut,ach
720575940626641701,720575940630147343,gaba,ach
720575940618158054,720575940635979000,ach,gaba
720575940619759599,720575940628213559,glut,ach
720575940625584484,720575940632698797,gaba,ach
720575940614213067,720575940626977157,glut,ach
720575940629174889,720575940630394424,gaba,ach
720575940614920379,720575940638076733,ach,ach
720575940616403910,720575940629165365,gaba,ach
720575940604518432,720575940629999119,da,ach
720575940606734002,720575940627348057,ach,gaba
720575940617035357,720575940621675174,ach,ach
720575940612414101,720575940638150734,gaba,ach
720575940610551250,720575940625420787,ach,gaba
720575940614157378,720575940632642700,gaba,gaba
720575940606354633,720575940630836280,gaba,glut
720575940620478032,720575940641814005,gaba,ach
720575940615782962,720575940616614027,glut,glut
720575940626091602,720575940628467611,gaba,ach
720575940621059964,720575940634144180,ach,gaba
720575940615078654,720575940635687860,ach,gaba
720575940616413894,720575940633500084,ach,ach
720575940615970783,720575940620640594,gaba,ach
720575940621107336,720575940630131062,ach,gaba
720575940608566979,720575940625045837,glut,ach
720575940609806549,720575940623113752,glut,da
720575940617100985,720575940631721785,ach,glut
720575940611126904,720575940619537368,gaba,glut
720575940623703576,720575940635339127,gaba,ach
720575940622641878,720575940643791816,ach,glut
720575940621280688,720575940625290003,gaba,ach
720575940621040737,720575940637934308,da,glut
720575940612779493,720575940634291863,ach,gaba
720575940622445192,720575940634854554,ach,gaba
720575940609282825,720575940651758838,gaba,ach
720575940608545219,720575940627521223,gaba,ach
720575940621675174,720575940634427799,gaba,ach
720575940615541810,720575940624704393,gaba,ach
720575940612193682,720575940617286517,gaba,glut
720575940612542742,720575940615953202,glut,da
720575940606821250,720575940628391848,ach,gaba
720575940616246843,720575940643800776,ach,glut
720575940621059422,720575940630773110,ach,glut
720575940619501121,720575940628636412,ach,gaba
720575940604058540,720575940610109646,ach,glut
720575940605768638,720575940628646160,glut,ach
720575940607920002,720575940620460749,glut,glut
720575940624599836,720575940628232884,ach,gaba
720575940620595053,720575940623146701,ach,ser
720575940630416123,720575940639313990,ach,gaba
720575940625000200,720575940626665859,gaba,ach
720575940617736081,720575940626578469,ach,ach
720575940625452519,720575940627914003,ach,gaba
720575940614391983,720575940622668321,glut,ach
720575940620866036,720575940634877850,gaba,ach
720575940617735609,720575940621896072,ach,ach
720575940614041139,720575940616378769,gaba,gaba
720575940640266557,720575940645130532,ach,gaba
720575940613898449,720575940630520059,glut,gaba
720575940614607825,720575940635572592,gaba,ach
720575940611651170,720575940628558056,ach,glut
720575940626665274,720575940631119468,ach,glut
720575940615970783,720575940632623943,gaba,ach
720575940620299736,720575940626661066,gaba,gaba
720575940627361157,720575940630291767,ach,gaba
720575940608376132,720575940625420531,ach,gaba
720575940610981362,720575940646088068,ach,gaba
720575940612127151,720575940632602850,gaba,gaba
720575940628635497,720575940646300963,ach,glut
720575940615628486,720575940621675174,ach,gaba
720575940619421319,720575940629521667,ach,glut
720575940615657631,720575940620467438,ser,ach
720575940632803795,720575940634493335,da,ach
720575940615587340,720575940639856949,ach,gaba
720575940607246549,720575940626827024,gaba,gaba
720575940610761189,720575940615695071,gaba,ach
720575940621174406,720575940622106996,gaba,glut
720575940621089569,720575940629432124,ach,ach
720575940603766374,720575940622516874,ach,ach
720575940622312965,720575940632753036,ach,ach
720575940613128623,720575940630590255,glut,ach
720575940606069937,720575940628761643,gaba,ach
720575940620553094,720575940636985422,gaba,glut
720575940606530993,720575940621675174,ach,gaba
720575940628245291,720575940631151943,ach,ach
720575940621086134,720575940621280688,ach,gaba
720575940621168511,720575940641977229,gaba,ach
720575940620454127,720575940624605932,ser,ser
720575940617034779,720575940625102224,ach,gaba
720575940615303903,720575940622811430,ser,ach
720575940613734893,720575940617537570,da,da
720575940613368301,720575940627087753,gaba,gaba
720575940627830586,720575940635229803,gaba,ach
720575940615232658,720575940627856698,glut,ach
720575940633877985,720575940637135534,ach,gaba
720575940606921995,720575940623338022,ach,glut
720575940621742038,720575940629835727,ach,ach
720575940619741632,720575940640788725,ach,gaba
720575940615970783,720575940630264919,gaba,ach
720575940619753557,720575940632985133,ach,ach
720575940611576050,720575940625102224,ach,gaba
720575940617515147,720575940626112062,gaba,ach
720575940619694027,720575940630511609,gaba,ach
720575940620203502,720575940634866586,glut,ach
720575940618036258,720575940620759322,gaba,glut
720575940612741160,720575940624542183,ach,gaba
720575940621229958,720575940632025939,gaba,ach
720575940629506012,720575940645255476,ach,glut
720575940621280688,720575940623105023,gaba,ach
720575940616805561,720575940633339362,ach,ach
720575940607080931,720575940630307835,ach,gaba
720575940619276097,720575940630460727,ach,glut
720575940609990958,720575940622782727,gaba,ach
720575940628684843,720575940640028477,gaba,gaba
720575940626616266,720575940626616322,gaba,ach
720575940630171207,720575940645925411,ach,gaba
720575940631004022,720575940640361123,ach,gaba
720575940634034839,720575940637231593,ach,ach
720575940628842240,720575940639182424,gaba,ach
720575940621306956,720575940631122937,ach,gaba
720575940639686077,720575940646574883,gaba,ach
720575940623164685,720575940626961241,ach,gaba
720575940630309591,720575940647586948,ach,ach
720575940614155462,720575940632508627,ser,ser
720575940621453921,720575940636207284,gaba,gaba
720575940623482355,720575940635094423,ach,ach
720575940612626538,720575940624986407,ach,gaba
720575940628486918,720575940639811389,glut,gaba
720575940619638395,720575940626662346,ach,gaba
720575940632092227,720575940635602936,gaba,ach
720575940618987600,720575940619694027,ach,gaba
720575940622070554,720575940626881149,ach,gaba
720575940622372702,720575940627754889,gaba,ach
720575940618420278,720575940632573900,ach,gaba
720575940609415522,720575940637997427,ach,gaba
720575940617077533,720575940634829859,glut,ach
720575940625413925,720575940638730805,gaba,ach
720575940620467438,720575940620565313,ach,ach
720575940632080977,720575940636350565,ach,glut
720575940611115633,720575940611718642,ach,ach
720575940606145056,720575940649324153,gaba,ach
720575940614799154,720575940620818977,ach,ach
720575940609282825,720575940622477508,gaba,ach
720575940619967704,720575940636782682,ach,gaba
720575940628455942,720575940636992368,ach,gaba
720575940608845124,720575940626859080,ach,gaba
720575940621086912,720575940660404609,gaba,ach
720575940621543194,720575940636703088,ach,gaba
720575940624680172,720575940637303182,gaba,ach
720575940617998725,720575940621494454,gaba,gaba
720575940605007136,720575940624336647,ach,gaba
720575940620999105,720575940635745643,ach,glut
720575940620026795,720575940623120618,gaba,ach
720575940623880119,720575940628391848,ach,gaba
720575940624471373,720575940635733093,ach,gaba
720575940615072268,720575940636933751,ach,gaba
720575940610055470,720575940627996170,ach,gaba
720575940615970783,720575940633423586,gaba,ach
720575940605835040,720575940630443898,ach,glut
720575940614740191,720575940631467026,gaba,ach
720575940612455917,720575940625420531,ach,gaba
720575940626196732,720575940627038792,glut,glut
720575940608772821,720575940621280688,ach,gaba
720575940644981614,720575940650262393,glut,ach
720575940628429950,720575940634335001,ach,glut
720575940614607825,720575940619654149,gaba,ach
720575940619531373,720575940631704716,ach,ach
720575940606274946,720575940628456196,gaba,ach
720575940628990423,720575940629200881,ach,gaba
720575940622368792,720575940627105301,ach,ach
720575940619917248,720575940620464321,da,da
720575940616860758,720575940635816926,gaba,ach
720575940614026390,720575940621148660,gaba,gaba
720575940623957173,720575940644386158,glut,gaba
720575940611426417,720575940612682467,glut,ach
720575940612119258,720575940622520158,ach,gaba
720575940604032736,720575940632427603,glut,ach
720575940629809307,720575940647684996,gaba,ach
720575940612347354,720575940627996170,glut,gaba
720575940609282825,720575940638881907,gaba,ach
720575940615179094,720575940628339880,ach,ach
720575940609957315,720575940612344306,gaba,ach
720575940628895750,720575940631611679,gaba,ach
720575940612299377,720575940641346805,glut,ach
720575940619453861,720575940631264140,gaba,ach
720575940628276241,720575940629727991,gaba,ach
720575940624963260,720575940626423165,ach,gaba
720575940622372702,720575940625142972,gaba,ach
720575940616197819,720575940627042064,ser,ach
720575940627684477,720575940639360590,ach,gaba
720575940611718885,720575940613948834,da,da
720575940615076162,720575940617241629,ach,glut
720575940623456024,720575940641934069,ach,gaba
720575940631779395,720575940632506480,ach,glut
720575940615614314,720575940625950285,gaba,ach
720575940616908177,720575940635066975,gaba,ach
720575940616824118,720575940618468432,glut,ach
720575940626157976,720575940627796298,gaba,gaba
720575940622839956,720575940629174889,ach,gaba
720575940622412838,720575940623495827,ach,da
720575940634999647,720575940645128756,ach,gaba
720575940631252729,720575940632919889,ach,gaba
720575940620665093,720575940620904869,ach,ach
720575940621434913,720575940630135340,ach,gaba
720575940616727090,720575940620750063,gaba,ach
720575940634341483,720575940638668659,ach,gaba
720575940606218016,720575940629991874,ach,gaba
720575940623208141,720575940626132508,gaba,ach
720575940619900507,720575940626983952,gaba,ach
720575940633190847,720575940660217729,ach,da
720575940623913364,720575940637623780,ach,ser
720575940621867990,720575940627756937,glut,ach
720575940625380240,720575940629095939,ach,glut
720575940617532089,720575940646735156,glut,da
720575940621675174,720575940631412280,gaba,ach
720575940624875412,720575940631525906,glut,ach
720575940621808716,720575940630006636,gaba,ach
720575940617586757,720575940620584880,ach,ser
720575940614829023,720575940616452294,ach,gaba
720575940604479590,720575940630496374,da,da
720575940610584184,720575940624130964,gaba,ach
720575940627879055,720575940631199852,glut,gaba
720575940612522970,720575940617548884,ach,glut
720575940616595869,720575940630805778,gaba,ach
720575940611980207,720575940620519083,glut,ach
720575940617882397,720575940625906088,ach,gaba
720575940611738035,720575940614525078,gaba,ach
720575940614355181,720575940622312965,gaba,gaba
720575940625891480,720575940630545489,gaba,gaba
720575940622700749,720575940651079158,ach,ach
720575940625038012,720575940634755479,ach,ach
720575940615023978,720575940638436698,gaba,glut
720575940622538520,720575940636234473,glut,ach
720575940622268853,720575940623995133,ach,gaba
720575940617653204,720575940626042445,ach,glut
720575940621034078,720575940634180703,ach,gaba
720575940627949626,720575940632190412,ach,glut
720575940620904869,720575940638229080,gaba,ach
720575940620904869,720575940649154425,gaba,ach
720575940614240819,720575940639473280,ach,ach
720575940623052981,720575940624184764,ach,gaba
720575940609625045,720575940617889851,ach,glut
720575940618366843,720575940628358912,gaba,ach
720575940624677965,720575940633988633,ach,glut
720575940624759020,720575940642724119,ach,gaba
720575940614344429,720575940655292065,gaba,gaba
720575940628426312,720575940638222308,gaba,ach
720575940610531960,720575940631340283,ach,gaba
720575940630932475,720575940633875040,glut,ach
720575940630981906,720575940631275050,ach,ach
720575940614599071,720575940614607825,ach,gaba
720575940624142599,720575940626793347,glut,glut
720575940610922202,720575940620904869,ach,gaba
720575940613515439,720575940639609166,ach,ach
720575940609427246,720575940625649214,glut,ach
720575940623084471,720575940631483167,ser,ser
720575940627107843,720575940627420488,ach,da
720575940620738403,720575940624712206,gaba,gaba
720575940617614429,720575940627354255,glut,ach
720575940614009494,720575940621713502,gaba,gaba
720575940617043713,720575940638028607,ach,da
720575940613532786,720575940617839832,gaba,ach
720575940644869143,720575940646197812,ach,ach
720575940615970783,720575940620974171,gaba,ach
720575940621331438,720575940627996170,glut,gaba
720575940610370201,720575940621280688,ach,gaba
720575940615970790,720575940626012761,ach,gaba
720575940611674853,720575940619685803,gaba,ach
720575940612628758,720575940622590497,gaba,glut
720575940605752422,720575940628817372,glut,ach
720575940606149321,720575940627662279,gaba,ach
720575940625672706,720575940645794595,gaba,ach
720575940621289571,720575940643576224,da,gaba
720575940629498684,720575940649577337,ach,glut
720575940616505017,720575940618284190,ach,ach
720575940623508211,720575940626258020,gaba,ach
720575940609927653,720575940630353682,ach,gaba
720575940617410705,720575940629174889,ach,gaba
720575940626990084,720575940632943277,gaba,ach
720575940615970783,720575940629762426,gaba,ach
720575940616967425,720575940632021096,gaba,ach
720575940616115654,720575940617323862,ach,gaba
720575940623322921,720575940625871408,ach,gaba
720575940625708839,720575940635187354,ach,glut
720575940621462849,720575940647374900,ach,gaba
720575940621675174,720575940637880542,gaba,ach
720575940615963622,720575940623675341,gaba,ach
720575940614751650,720575940632706643,gaba,ach
720575940611193554,720575940618504395,glut,ach
720575940627101706,720575940629174889,ach,gaba
720575940618556829,720575940626374544,da,gaba
720575940614348962,720575940633156377,ach,ser
720575940612235889,720575940613312307,gaba,ach
720575940614546578,720575940621516415,ach,gaba
720575940617038036,720575940645651054,gaba,ach
720575940607453936,720575940613134307,ach,gaba
720575940628083959,720575940639082318,gaba,ach
720575940617889851,720575940633817569,gaba,ach
720575940631161570,720575940638025818,ach,ach
720575940618902326,720575940623084799,glut,glut
720575940609695683,720575940630193935,ach,ach
720575940625351354,720575940638055869,ach,ach
720575940622329626,720575940623966404,ach,gaba
720575940622969853,720575940628391848,ach,gaba
720575940606722249,720575940624661552,ser,ach
720575940617319097,720575940627000862,ach,ser
720575940636787086,720575940639436085,glut,gaba
720575940631345465,720575940641790965,glut,glut
720575940629425451,720575940655112353,ach,gaba
720575940605020337,720575940622920461,ach,glut
720575940629421164,720575940631707946,ach,gaba
720575940622671966,720575940659537793,gaba,gaba
720575940627567601,720575940628761031,gaba,ach
720575940635593208,720575940646126190,ach,gaba
720575940618319444,720575940622309921,glut,ach
720575940606279179,720575940625907143,da,da
720575940630461660,720575940630771449,ach,ach
720575940620625684,720575940624839828,gaba,ach
720575940627993682,720575940640328280,gaba,ach
720575940604787424,720575940621588208,ach,gaba
720575940620799397,720575940624462979,ach,gaba
720575940622974719,720575940627896828,ach,glut
720575940622388095,720575940629317436,gaba,ach
720575940610203460,720575940613952479,glut,gaba
720575940619660086,720575940623004599,gaba,ach
720575940629200881,720575940633345325,gaba,ach
720575940617538955,720575940619674606,glut,ach
720575940614635175,720575940628198503,gaba,ach
720575940613950530,720575940620310357,ach,gaba
720575940610000067,720575940632614028,gaba,ach
720575940614135249,720575940630134839,glut,glut
720575940609721464,720575940623113752,ach,da
720575940614607825,720575940628330599,gaba,ach
720575940614421457,720575940619992240,gaba,ach
720575940612868275,720575940631308818,gaba,ach
720575940623774973,720575940629805372,glut,ach
720575940626668218,720575940635175007,glut,da
720575940621709388,720575940629552633,ach,da
720575940616121503,720575940635294309,glut,ach
720575940610505170,720575940620423104,ach,glut
720575940620904869,720575940629965788,gaba,ach
720575940621488225,720575940624041924,ach,gaba
720575940617756390,720575940631095749,gaba,ach
720575940628007171,720575940628140785,gaba,gaba
720575940623715976,720575940628148111,ach,gaba
720575940621367899,720575940623796006,gaba,ach
720575940622763021,720575940635567807,glut,glut
720575940604941024,720575940629937399,gaba,glut
720575940614607825,720575940623703576,ach,oct
720575940624336788,720575940644236232,ach,gaba
720575940627663162,720575940638157022,ach,gaba
720575940621631564,720575940630176630,gaba,gaba
720575940617499741,720575940629804158,gaba,glut
720575940628485199,720575940650001273,ach,gaba
720575940604714929,720575940619416113,ach,gaba
720575940606705673,720575940624455753,ach,gaba
720575940621202209,720575940621441494,glut,ach
720575940627017347,720575940631979587,ach,gaba
720575940644576968,720575940650416505,glut,ach
720575940614520170,720575940626909839,ach,gaba
720575940605676204,720575940630407388,ach,ser
720575940616198715,720575940632211015,ach,ach
720575940614607825,720575940626531914,gaba,ach
720575940622811430,720575940627927573,ach,ser
720575940619655616,720575940630146871,gaba,ach
720575940628455942,720575940629489260,ach,glut
720575940622805642,720575940624347389,ach,ach
720575940611352469,720575940623644942,ach,glut
720575940624759020,720575940640397264,ach,ach
720575940621231809,720575940628843526,gaba,ach
720575940605833662,720575940612597617,ach,gaba
720575940613963059,720575940626802770,ach,ach
720575940607246549,720575940625218685,gaba,gaba
720575940621132894,720575940624688528,gaba,ach
720575940607459273,720575940631115515,gaba,ach
720575940613864401,720575940614137809,ach,gaba
720575940626636456,720575940630156631,ach,glut
720575940626783065,720575940637998313,glut,glut
720575940618332757,720575940626134354,ach,glut
720575940636880959,720575940644632087,ach,ach
720575940613469974,720575940620478032,ach,gaba
720575940627476026,720575940639807907,ach,gaba
720575940626690588,720575940626728766,ach,gaba
720575940622074206,720575940629024591,gaba,ach
720575940607345586,720575940631299090,gaba,ach
720575940611361486,720575940634170975,ach,ach
720575940616079035,720575940628451856,ach,da
720575940628684843,720575940646191395,gaba,ach
720575940627264920,720575940632410159,gaba,ach
720575940633583059,720575940635479950,gaba,ach
720575940615748025,720575940621730440,da,da
720575940615203259,720575940617985364,ach,ach
720575940610675123,720575940623541581,gaba,gaba
720575940619367617,720575940635576767,ach,gaba
720575940617139457,720575940619370678,glut,ach
720575940618638164,720575940619804912,gaba,ach
720575940627140551,720575940630013143,ach,ach
720575940613320419,720575940622798216,glut,glut
720575940617674196,720575940621675174,ach,gaba
720575940617171985,720575940627348057,ach,gaba
720575940625989904,720575940627642818,ach,gaba
720575940627690246,720575940631923267,ser,ach
720575940621662332,720575940629188087,glut,da
720575940627135643,720575940634165474,glut,glut
720575940608611779,720575940631157778,glut,ach
720575940628001352,720575940631327183,ach,ach
720575940638799475,720575940654129313,gaba,ach
720575940616595869,720575940624080787,gaba,ach
720575940633413715,720575940637812550,ser,ach
720575940626917721,720575940630672581,gaba,ach
720575940614061608,720575940638891590,ach,gaba
720575940631122937,720575940640792973,gaba,ach
720575940620084604,720575940624004752,gaba,gaba
720575940613511987,720575940633788768,gaba,ach
720575940612104627,720575940629174889,ach,gaba
720575940623444715,720575940623942280,ach,ach
720575940630779407,720575940637182309,glut,glut
720575940610534702,720575940612577393,ach,gaba
720575940626887171,720575940650254582,gaba,gaba
720575940617455163,720575940628455686,glut,gaba
720575940615528251,720575940637132389,ach,da
720575940620842322,720575940639823413,ach,glut
720575940621761612,720575940624335034,ach,glut
720575940607146162,720575940629174889,ach,gaba
720575940618755638,720575940627348057,ach,gaba
720575940610630098,720575940610968838,ach,glut
720575940625102224,720575940625720658,gaba,ach
720575940618542134,720575940630919895,ach,gaba
720575940619950575,720575940623479477,ach,glut
720575940611085425,720575940615686715,glut,ach
720575940627447272,720575940637321646,ach,glut
720575940620529744,720575940623833066,glut,ach
720575940619124645,720575940639313990,ach,gaba
